tip_label,species,status,tip_order
Narcissus_pseudonarcissus,Narcissus_pseudonarcissus,exisiting species in the megatree,1213
Narcissus_poeticus,Narcissus_poeticus,exisiting species in the megatree,1214
Pancratium_maritimum,Pancratium_maritimum,exisiting species in the megatree,1215
Nothoscordum_gracile,Nothoscordum_gracile,exisiting species in the megatree,1216
Allium_sphaerocephalon,Allium_sphaerocephalon,exisiting species in the megatree,1217
Allium_ursinum,Allium_ursinum,grafted at genus level,1218
Allium_carinatum,Allium_carinatum,grafted at genus level,1219
Dianella_tasmanica,Dianella_tasmanica,exisiting species in the megatree,1220
Phormium_colensoi,Phormium_colensoi,grafted at genus level,1221
Asphodelus_albus,Asphodelus_albus,exisiting species in the megatree,1222
Iris_spuria,Iris_spuria,exisiting species in the megatree,1223
Iris_foetidissima,Iris_foetidissima,exisiting species in the megatree,1224
Iris_pseudacorus,Iris_pseudacorus,exisiting species in the megatree,1225
Iris_pumila,Iris_pumila,exisiting species in the megatree,1226
Iris_aphylla,Iris_aphylla,exisiting species in the megatree,1227
Iris_variegata,Iris_variegata,grafted at genus level,1228
Sisyrinchium_bellum,Sisyrinchium_bellum,exisiting species in the megatree,1229
Crocus_vernus,Crocus_vernus,grafted at genus level,1230
Gladiolus_italicus,Gladiolus_italicus,exisiting species in the megatree,1231
Anacamptis_morio,Anacamptis_morio,grafted at genus level,1232
Ophrys_sphegodes,Ophrys_sphegodes,exisiting species in the megatree,1233
Liparis_loeselii,Liparis_loeselii,exisiting species in the megatree,1234
Erythronium_americanum,Erythronium_americanum,exisiting species in the megatree,1235
Erythronium_grandiflorum,Erythronium_grandiflorum,exisiting species in the megatree,1236
Clintonia_borealis,Clintonia_borealis,exisiting species in the megatree,1237
Lilium_bulbiferum,Lilium_bulbiferum,exisiting species in the megatree,1238
Smilax_zeylanica,Smilax_zeylanica,exisiting species in the megatree,1239
Trillium_erectum,Trillium_erectum,exisiting species in the megatree,1240
Trillium_grandiflorum,Trillium_grandiflorum,exisiting species in the megatree,1241
Colchicum_autumnale,Colchicum_autumnale,exisiting species in the megatree,1242
Narthecium_ossifragum,Narthecium_ossifragum,exisiting species in the megatree,1243
Dioscorea_communis,Dioscorea_communis,exisiting species in the megatree,1244
Elodea_canadensis,Elodea_canadensis,exisiting species in the megatree,1245
Elodea_nuttallii,Elodea_nuttallii,exisiting species in the megatree,1246
Elodea_densa,Elodea_densa,grafted at genus level,1247
Lagarosiphon_major,Lagarosiphon_major,exisiting species in the megatree,1248
Vallisneria_americana,Vallisneria_americana,exisiting species in the megatree,1249
Stratiotes_aloides,Stratiotes_aloides,exisiting species in the megatree,1250
Baldellia_ranunculoides,Baldellia_ranunculoides,exisiting species in the megatree,1251
Sagittaria_sagittifolia,Sagittaria_sagittifolia,exisiting species in the megatree,1252
Potamogeton_polygonifolius,Potamogeton_polygonifolius,exisiting species in the megatree,1253
Tofieldia_calyculata,Tofieldia_calyculata,exisiting species in the megatree,1254
Arum_maculatum,Arum_maculatum,exisiting species in the megatree,1255
Arisaema_triphyllum,Arisaema_triphyllum,exisiting species in the megatree,1256
Philodendron_cordatum,Philodendron_cordatum,exisiting species in the megatree,1257
Monstera_adansonii,Monstera_adansonii,exisiting species in the megatree,1258
Lemna_minuta,Lemna_minuta,exisiting species in the megatree,1259
Annona_glabra,Annona_glabra,exisiting species in the megatree,1260
Annona_mucosa,Annona_mucosa,grafted at genus level,1261
Asimina_triloba,Asimina_triloba,exisiting species in the megatree,1262
Anaxagorea_javanica,Anaxagorea_javanica,exisiting species in the megatree,1263
Magnolia_salicifolia,Magnolia_salicifolia,grafted at genus level,1264
Magnolia_virginiana,Magnolia_virginiana,grafted at genus level,1265
Liriodendron_tulipifera,Liriodendron_tulipifera,exisiting species in the megatree,1266
Lindera_benzoin,Lindera_benzoin,exisiting species in the megatree,1267
Laurus_nobilis,Laurus_nobilis,grafted at genus level,1268
Sassafras_albidum,Sassafras_albidum,grafted at genus level,1269
Umbellularia_californica,Umbellularia_californica,exisiting species in the megatree,1270
Persea_americana,Persea_americana,exisiting species in the megatree,1271
Calycanthus_floridus,Calycanthus_floridus,exisiting species in the megatree,1272
Asarum_europaeum,Asarum_europaeum,exisiting species in the megatree,1273
Aristolochia_clematitis,Aristolochia_clematitis,exisiting species in the megatree,1274
Drimys_winteri,Drimys_winteri,exisiting species in the megatree,1275
Nymphaea_alba,Nymphaea_alba,exisiting species in the megatree,1276
Nymphaea_odorata,Nymphaea_odorata,exisiting species in the megatree,1277
Pinus_brutia,Pinus_brutia,exisiting species in the megatree,1278
Pinus_halepensis,Pinus_halepensis,exisiting species in the megatree,1279
Pinus_pinaster,Pinus_pinaster,exisiting species in the megatree,1280
Pinus_pinea,Pinus_pinea,exisiting species in the megatree,1281
Pinus_resinosa,Pinus_resinosa,exisiting species in the megatree,1282
Pinus_nigra,Pinus_nigra,exisiting species in the megatree,1283
Pinus_mugo,Pinus_mugo,exisiting species in the megatree,1284
Pinus_rigida,Pinus_rigida,exisiting species in the megatree,1285
Pinus_serotina,Pinus_serotina,exisiting species in the megatree,1286
Pinus_palustris,Pinus_palustris,exisiting species in the megatree,1287
Pinus_ponderosa,Pinus_ponderosa,exisiting species in the megatree,1288
Pinus_strobus,Pinus_strobus,exisiting species in the megatree,1289
Pinus_cembra,Pinus_cembra,exisiting species in the megatree,1290
Pinus_edulis,Pinus_edulis,exisiting species in the megatree,1291
Picea_abies,Picea_abies,exisiting species in the megatree,1292
Picea_sitchensis,Picea_sitchensis,exisiting species in the megatree,1293
Picea_orientalis,Picea_orientalis,exisiting species in the megatree,1294
Picea_mariana,Picea_mariana,exisiting species in the megatree,1295
Pseudotsuga_menziesii,Pseudotsuga_menziesii,exisiting species in the megatree,1296
Larix_decidua,Larix_decidua,exisiting species in the megatree,1297
Abies_balsamea,Abies_balsamea,exisiting species in the megatree,1298
Abies_lasiocarpa,Abies_lasiocarpa,exisiting species in the megatree,1299
Abies_alba,Abies_alba,exisiting species in the megatree,1300
Abies_grandis,Abies_grandis,exisiting species in the megatree,1301
Abies_concolor,Abies_concolor,exisiting species in the megatree,1302
Tsuga_canadensis,Tsuga_canadensis,exisiting species in the megatree,1303
Cedrus_deodara,Cedrus_deodara,exisiting species in the megatree,1304
Juniperus_monosperma,Juniperus_monosperma,exisiting species in the megatree,1305
Juniperus_virginiana,Juniperus_virginiana,exisiting species in the megatree,1306
Juniperus_phoenicea,Juniperus_phoenicea,exisiting species in the megatree,1307
Juniperus_communis,Juniperus_communis,exisiting species in the megatree,1308
Juniperus_oxycedrus,Juniperus_oxycedrus,exisiting species in the megatree,1309
Thuja_occidentalis,Thuja_occidentalis,exisiting species in the megatree,1310
Callitris_columellaris,Callitris_columellaris,exisiting species in the megatree,1311
Cryptomeria_japonica,Cryptomeria_japonica,exisiting species in the megatree,1312
Taxus_baccata,Taxus_baccata,exisiting species in the megatree,1313
Agathis_australis,Agathis_australis,exisiting species in the megatree,1314
Podocarpus_lawrencii,Podocarpus_lawrencii,grafted at genus level,1315
Macrozamia_communis,Macrozamia_communis,exisiting species in the megatree,1316
